M4id,category,Frequency,Horizon,SP,StartingDate
Y92,Macro,1,6,Yearly,01-01-16 12:00
Y93,Macro,1,6,Yearly,01-01-59 12:00
Y94,Macro,1,6,Yearly,01-01-50 12:00
Y95,Macro,1,6,Yearly,01-01-50 12:00
Y96,Macro,1,6,Yearly,01-01-53 12:00
Y97,Macro,1,6,Yearly,01-01-50 12:00
Y98,Macro,1,6,Yearly,01-01-50 12:00
Y99,Macro,1,6,Yearly,01-01-50 12:00
Y100,Macro,1,6,Yearly,01-01-51 12:00
Y101,Macro,1,6,Yearly,01-01-86 12:00
Y102,Macro,1,6,Yearly,01-01-90 12:00
Y103,Macro,1,6,Yearly,01-01-70 12:00
Y104,Macro,1,6,Yearly,01-01-70 12:00
Y105,Macro,1,6,Yearly,01-01-86 12:00
Y106,Macro,1,6,Yearly,01-01-50 12:00
Y107,Macro,1,6,Yearly,01-01-60 12:00
Y108,Macro,1,6,Yearly,01-01-60 12:00
Y109,Macro,1,6,Yearly,01-01-60 12:00
Y110,Macro,1,6,Yearly,01-01-50 12:00
Y111,Macro,1,6,Yearly,01-01-51 12:00
Y112,Macro,1,6,Yearly,01-01-70 12:00
Y113,Macro,1,6,Yearly,01-01-90 12:00
Y114,Macro,1,6,Yearly,01-01-90 12:00
Y115,Macro,1,6,Yearly,01-01-70 12:00
Y116,Macro,1,6,Yearly,01-01-70 12:00
Y117,Macro,1,6,Yearly,01-01-54 12:00
Y118,Macro,1,6,Yearly,01-01-50 12:00
Y119,Macro,1,6,Yearly,01-01-50 12:00
Y120,Macro,1,6,Yearly,01-01-70 12:00
Y121,Macro,1,6,Yearly,01-01-54 12:00
Y122,Macro,1,6,Yearly,01-01-54 12:00
Y123,Macro,1,6,Yearly,01-01-50 12:00
Y124,Macro,1,6,Yearly,01-01-90 12:00
Y125,Macro,1,6,Yearly,01-01-59 12:00
Y126,Macro,1,6,Yearly,01-01-60 12:00
Y127,Macro,1,6,Yearly,01-01-90 12:00
Y128,Macro,1,6,Yearly,01-01-60 12:00
Y129,Macro,1,6,Yearly,01-01-86 12:00
Y130,Macro,1,6,Yearly,01-01-50 12:00
Y131,Macro,1,6,Yearly,01-01-50 12:00
Y132,Macro,1,6,Yearly,01-01-50 12:00
Y133,Macro,1,6,Yearly,01-01-90 12:00
Y134,Macro,1,6,Yearly,01-01-59 12:00
Y135,Macro,1,6,Yearly,01-01-70 12:00
Y136,Macro,1,6,Yearly,01-01-70 12:00
Y137,Macro,1,6,Yearly,01-01-50 12:00
Y138,Macro,1,6,Yearly,01-01-60 12:00
Y139,Macro,1,6,Yearly,01-01-70 12:00
Y140,Macro,1,6,Yearly,01-01-90 12:00
Y141,Macro,1,6,Yearly,01-01-70 12:00
Y142,Macro,1,6,Yearly,01-01-54 12:00
Y143,Macro,1,6,Yearly,01-01-50 12:00
Y144,Macro,1,6,Yearly,01-01-50 12:00
Y145,Macro,1,6,Yearly,01-01-70 12:00
Y146,Macro,1,6,Yearly,01-01-60 12:00
Y147,Macro,1,6,Yearly,01-01-90 12:00
Y148,Macro,1,6,Yearly,01-01-50 12:00
Y149,Macro,1,6,Yearly,01-01-50 12:00
Y150,Macro,1,6,Yearly,01-01-60 12:00
Y151,Macro,1,6,Yearly,01-01-70 12:00
Y152,Macro,1,6,Yearly,01-01-55 12:00
Y153,Macro,1,6,Yearly,01-01-90 12:00
Y154,Macro,1,6,Yearly,01-01-70 12:00
Y155,Macro,1,6,Yearly,01-01-55 12:00
Y156,Macro,1,6,Yearly,01-01-50 12:00
Y157,Macro,1,6,Yearly,01-01-70 12:00
Y158,Macro,1,6,Yearly,01-01-50 12:00
Y159,Macro,1,6,Yearly,01-01-60 12:00
Y160,Macro,1,6,Yearly,01-01-50 12:00
Y161,Macro,1,6,Yearly,01-01-60 12:00
Y162,Macro,1,6,Yearly,01-01-60 12:00
Y163,Macro,1,6,Yearly,01-01-50 12:00
Y164,Macro,1,6,Yearly,01-01-60 12:00
Y165,Macro,1,6,Yearly,01-01-55 12:00
Y166,Macro,1,6,Yearly,01-01-50 12:00
Y167,Macro,1,6,Yearly,01-01-60 12:00
Y168,Macro,1,6,Yearly,01-01-60 12:00
Y169,Macro,1,6,Yearly,01-01-60 12:00
Y170,Macro,1,6,Yearly,01-01-50 12:00
Y171,Macro,1,6,Yearly,01-01-70 12:00
Y172,Macro,1,6,Yearly,01-01-50 12:00
Y173,Macro,1,6,Yearly,01-01-50 12:00
Y174,Macro,1,6,Yearly,01-01-50 12:00
Y175,Macro,1,6,Yearly,01-01-70 12:00
Y176,Macro,1,6,Yearly,01-01-60 12:00
Y177,Macro,1,6,Yearly,01-01-50 12:00
Y178,Macro,1,6,Yearly,01-01-50 12:00
Y179,Macro,1,6,Yearly,01-01-50 12:00
Y180,Macro,1,6,Yearly,01-01-60 12:00
Y181,Macro,1,6,Yearly,01-01-60 12:00
Y182,Macro,1,6,Yearly,01-01-89 12:00
Y183,Macro,1,6,Yearly,01-01-50 12:00
Y184,Macro,1,6,Yearly,01-01-50 12:00
Y185,Macro,1,6,Yearly,01-01-50 12:00
Y186,Macro,1,6,Yearly,01-01-50 12:00
Y187,Macro,1,6,Yearly,01-01-50 12:00
Y188,Macro,1,6,Yearly,01-01-50 12:00
Y189,Macro,1,6,Yearly,01-01-50 12:00
Y190,Macro,1,6,Yearly,01-01-70 12:00
Y191,Macro,1,6,Yearly,01-01-70 12:00
Y192,Macro,1,6,Yearly,01-01-60 12:00
Y193,Macro,1,6,Yearly,01-01-50 12:00
Y194,Macro,1,6,Yearly,01-01-51 12:00
Y195,Macro,1,6,Yearly,01-01-50 12:00
Y196,Macro,1,6,Yearly,01-01-50 12:00
Y197,Macro,1,6,Yearly,01-01-70 12:00
Y198,Macro,1,6,Yearly,01-01-60 12:00
Y199,Macro,1,6,Yearly,01-01-50 12:00
Y200,Macro,1,6,Yearly,01-01-60 12:00
Y201,Macro,1,6,Yearly,01-01-55 12:00
Y202,Macro,1,6,Yearly,01-01-60 12:00
Y203,Macro,1,6,Yearly,01-01-70 12:00
Y204,Macro,1,6,Yearly,01-01-50 12:00
Y205,Macro,1,6,Yearly,01-01-60 12:00
Y206,Macro,1,6,Yearly,01-01-59 12:00
Y207,Macro,1,6,Yearly,01-01-50 12:00
Y208,Macro,1,6,Yearly,01-01-51 12:00
Y209,Macro,1,6,Yearly,01-01-90 12:00
Y210,Macro,1,6,Yearly,01-01-50 12:00
Y211,Macro,1,6,Yearly,01-01-60 12:00
Y212,Macro,1,6,Yearly,01-01-60 12:00
Y213,Macro,1,6,Yearly,01-01-50 12:00
Y214,Macro,1,6,Yearly,01-01-60 12:00
Y215,Macro,1,6,Yearly,01-01-86 12:00
Y216,Macro,1,6,Yearly,01-01-60 12:00
Y217,Macro,1,6,Yearly,01-01-70 12:00
Y218,Macro,1,6,Yearly,01-01-70 12:00
Y219,Macro,1,6,Yearly,01-01-50 12:00
Y220,Macro,1,6,Yearly,01-01-70 12:00
Y221,Macro,1,6,Yearly,01-01-50 12:00
Y222,Macro,1,6,Yearly,01-01-50 12:00
Y223,Macro,1,6,Yearly,01-01-60 12:00
Y224,Macro,1,6,Yearly,01-01-55 12:00
Y225,Macro,1,6,Yearly,01-01-50 12:00
Y226,Macro,1,6,Yearly,01-01-90 12:00
Y227,Macro,1,6,Yearly,01-01-50 12:00
Y228,Macro,1,6,Yearly,01-01-60 12:00
Y229,Macro,1,6,Yearly,01-01-50 12:00
Y230,Macro,1,6,Yearly,01-01-50 12:00
Y231,Macro,1,6,Yearly,01-01-50 12:00
Y232,Macro,1,6,Yearly,01-01-60 12:00
Y233,Macro,1,6,Yearly,01-01-70 12:00
Y234,Macro,1,6,Yearly,01-01-50 12:00
Y235,Macro,1,6,Yearly,01-01-50 12:00
Y236,Macro,1,6,Yearly,01-01-70 12:00
Y237,Macro,1,6,Yearly,01-01-50 12:00
Y238,Macro,1,6,Yearly,01-01-50 12:00
Y239,Macro,1,6,Yearly,01-01-70 12:00
Y240,Macro,1,6,Yearly,01-01-60 12:00
Y241,Macro,1,6,Yearly,01-01-60 12:00
Y242,Macro,1,6,Yearly,01-01-60 12:00
Y243,Macro,1,6,Yearly,01-01-70 12:00
Y244,Macro,1,6,Yearly,01-01-50 12:00
Y245,Macro,1,6,Yearly,01-01-70 12:00
Y246,Macro,1,6,Yearly,01-01-70 12:00
Y247,Macro,1,6,Yearly,01-01-50 12:00
Y248,Macro,1,6,Yearly,01-01-54 12:00
Y249,Macro,1,6,Yearly,01-01-60 12:00
Y250,Macro,1,6,Yearly,01-01-60 12:00
Y251,Macro,1,6,Yearly,01-01-60 12:00
Y252,Macro,1,6,Yearly,01-01-50 12:00
Y253,Macro,1,6,Yearly,01-01-70 12:00
Y254,Macro,1,6,Yearly,01-01-60 12:00
Y255,Macro,1,6,Yearly,01-01-60 12:00
Y256,Macro,1,6,Yearly,01-01-60 12:00
Y257,Macro,1,6,Yearly,01-01-60 12:00
Y258,Macro,1,6,Yearly,01-01-70 12:00
Y259,Macro,1,6,Yearly,01-01-50 12:00
Y260,Macro,1,6,Yearly,01-01-60 12:00
Y261,Macro,1,6,Yearly,01-01-50 12:00
Y262,Macro,1,6,Yearly,01-01-70 12:00
Y263,Macro,1,6,Yearly,01-01-51 12:00
Y264,Macro,1,6,Yearly,01-01-50 12:00
Y265,Macro,1,6,Yearly,01-01-60 12:00
Y266,Macro,1,6,Yearly,01-01-60 12:00
Y267,Macro,1,6,Yearly,01-01-50 12:00
Y268,Macro,1,6,Yearly,01-01-50 12:00
Y269,Macro,1,6,Yearly,01-01-60 12:00
Y270,Macro,1,6,Yearly,01-01-60 12:00
Y271,Macro,1,6,Yearly,01-01-70 12:00
Y272,Macro,1,6,Yearly,01-01-70 12:00
Y273,Macro,1,6,Yearly,01-01-55 12:00
Y274,Macro,1,6,Yearly,01-01-60 12:00
Y275,Macro,1,6,Yearly,01-01-60 12:00
Y276,Macro,1,6,Yearly,01-01-70 12:00
Y277,Macro,1,6,Yearly,01-01-90 12:00
Y278,Macro,1,6,Yearly,01-01-70 12:00
Y279,Macro,1,6,Yearly,01-01-90 12:00
Y280,Macro,1,6,Yearly,01-01-50 12:00
Y281,Macro,1,6,Yearly,01-01-90 12:00
Y282,Macro,1,6,Yearly,01-01-60 12:00
Y283,Macro,1,6,Yearly,01-01-90 12:00
Y284,Macro,1,6,Yearly,01-01-60 12:00
Y285,Macro,1,6,Yearly,01-01-50 12:00
Y286,Macro,1,6,Yearly,01-01-50 12:00
Y287,Macro,1,6,Yearly,01-01-70 12:00
Y288,Macro,1,6,Yearly,01-01-70 12:00
Y289,Macro,1,6,Yearly,01-01-59 12:00
Y290,Macro,1,6,Yearly,01-01-70 12:00
Y291,Macro,1,6,Yearly,01-01-50 12:00
Y292,Macro,1,6,Yearly,01-01-51 12:00
Y293,Macro,1,6,Yearly,01-01-52 12:00
Y294,Macro,1,6,Yearly,01-01-50 12:00
Y295,Macro,1,6,Yearly,01-01-60 12:00
Y296,Macro,1,6,Yearly,01-01-54 12:00
Y297,Macro,1,6,Yearly,01-01-50 12:00
Y298,Macro,1,6,Yearly,01-01-55 12:00
Y299,Macro,1,6,Yearly,01-01-70 12:00
Y300,Macro,1,6,Yearly,01-01-50 12:00
Y301,Macro,1,6,Yearly,01-01-50 12:00
Y302,Macro,1,6,Yearly,01-01-50 12:00
Y303,Macro,1,6,Yearly,01-01-55 12:00
Y304,Macro,1,6,Yearly,01-01-70 12:00
Y305,Macro,1,6,Yearly,01-01-50 12:00
Y306,Macro,1,6,Yearly,01-01-60 12:00
Y307,Macro,1,6,Yearly,01-01-90 12:00
Y308,Macro,1,6,Yearly,01-01-70 12:00
Y309,Macro,1,6,Yearly,01-01-86 12:00
Y310,Macro,1,6,Yearly,01-01-70 12:00
Y311,Macro,1,6,Yearly,01-01-50 12:00
Y312,Macro,1,6,Yearly,01-01-86 12:00
Y313,Macro,1,6,Yearly,01-01-70 12:00
Y314,Macro,1,6,Yearly,01-01-50 12:00
Y315,Macro,1,6,Yearly,01-01-53 12:00
Y316,Macro,1,6,Yearly,01-01-70 12:00
Y317,Macro,1,6,Yearly,01-01-70 12:00
Y318,Macro,1,6,Yearly,01-01-50 12:00
Y319,Macro,1,6,Yearly,01-01-70 12:00
Y320,Macro,1,6,Yearly,01-01-50 12:00
Y321,Macro,1,6,Yearly,01-01-51 12:00
Y322,Macro,1,6,Yearly,01-01-60 12:00
Y323,Macro,1,6,Yearly,01-01-70 12:00
Y324,Macro,1,6,Yearly,01-01-60 12:00
Y325,Macro,1,6,Yearly,01-01-50 12:00
Y326,Macro,1,6,Yearly,01-01-70 12:00
Y327,Macro,1,6,Yearly,01-01-90 12:00
Y328,Macro,1,6,Yearly,01-01-70 12:00
Y329,Macro,1,6,Yearly,01-01-50 12:00
Y330,Macro,1,6,Yearly,01-01-54 12:00
Y331,Macro,1,6,Yearly,01-01-55 12:00
Y332,Macro,1,6,Yearly,01-01-50 12:00
Y333,Macro,1,6,Yearly,01-01-51 12:00
Y334,Macro,1,6,Yearly,01-01-86 12:00
Y335,Macro,1,6,Yearly,01-01-60 12:00
Y336,Macro,1,6,Yearly,01-01-50 12:00
Y337,Macro,1,6,Yearly,01-01-50 12:00
Y338,Macro,1,6,Yearly,01-01-70 12:00
Y339,Macro,1,6,Yearly,01-01-70 12:00
Y340,Macro,1,6,Yearly,01-01-70 12:00
Y341,Macro,1,6,Yearly,01-01-70 12:00
Y342,Macro,1,6,Yearly,01-01-60 12:00
Y343,Macro,1,6,Yearly,01-01-50 12:00
Y344,Macro,1,6,Yearly,01-01-60 12:00
Y345,Macro,1,6,Yearly,01-01-60 12:00
Y346,Macro,1,6,Yearly,01-01-50 12:00
Y347,Macro,1,6,Yearly,01-01-60 12:00
Y348,Macro,1,6,Yearly,01-01-70 12:00
Y349,Macro,1,6,Yearly,01-01-50 12:00
Y350,Macro,1,6,Yearly,01-01-50 12:00
Y351,Macro,1,6,Yearly,01-01-70 12:00
Y352,Macro,1,6,Yearly,01-01-60 12:00
Y353,Macro,1,6,Yearly,01-01-60 12:00
Y354,Macro,1,6,Yearly,01-01-50 12:00
Y355,Macro,1,6,Yearly,01-01-59 12:00
Y356,Macro,1,6,Yearly,01-01-60 12:00
Y357,Macro,1,6,Yearly,01-01-50 12:00
Y358,Macro,1,6,Yearly,01-01-50 12:00
Y359,Macro,1,6,Yearly,01-01-54 12:00
Y360,Macro,1,6,Yearly,01-01-51 12:00
Y361,Macro,1,6,Yearly,01-01-70 12:00
Y362,Macro,1,6,Yearly,01-01-90 12:00
Y363,Macro,1,6,Yearly,01-01-50 12:00
Y364,Macro,1,6,Yearly,01-01-52 12:00
Y365,Macro,1,6,Yearly,01-01-60 12:00
Y366,Macro,1,6,Yearly,01-01-89 12:00
Y367,Macro,1,6,Yearly,01-01-70 12:00
Y368,Macro,1,6,Yearly,01-01-70 12:00
Y369,Macro,1,6,Yearly,01-01-59 12:00
Y370,Macro,1,6,Yearly,01-01-50 12:00
Y371,Macro,1,6,Yearly,01-01-51 12:00
Y372,Macro,1,6,Yearly,01-01-50 12:00
Y373,Macro,1,6,Yearly,01-01-70 12:00
Y374,Macro,1,6,Yearly,01-01-61 12:00
Y375,Macro,1,6,Yearly,01-01-60 12:00
Y376,Macro,1,6,Yearly,01-01-70 12:00
Y377,Macro,1,6,Yearly,01-01-60 12:00
Y378,Macro,1,6,Yearly,01-01-60 12:00
Y379,Macro,1,6,Yearly,01-01-90 12:00
Y380,Macro,1,6,Yearly,01-01-70 12:00
Y381,Macro,1,6,Yearly,01-01-70 12:00
Y382,Macro,1,6,Yearly,01-01-70 12:00
Y383,Macro,1,6,Yearly,01-01-59 12:00
Y384,Macro,1,6,Yearly,01-01-50 12:00
Y385,Macro,1,6,Yearly,01-01-50 12:00
Y386,Macro,1,6,Yearly,01-01-51 12:00
Y387,Macro,1,6,Yearly,01-01-50 12:00
Y388,Macro,1,6,Yearly,01-01-70 12:00
Y389,Macro,1,6,Yearly,01-01-70 12:00
Y390,Macro,1,6,Yearly,01-01-54 12:00
Y391,Macro,1,6,Yearly,01-01-50 12:00
Y392,Macro,1,6,Yearly,01-01-70 12:00
Y393,Macro,1,6,Yearly,01-01-90 12:00
Y394,Macro,1,6,Yearly,01-01-51 12:00
Y395,Macro,1,6,Yearly,01-01-60 12:00
Y396,Macro,1,6,Yearly,01-01-90 12:00
Y397,Macro,1,6,Yearly,01-01-50 12:00
Y398,Macro,1,6,Yearly,01-01-54 12:00
Y399,Macro,1,6,Yearly,01-01-90 12:00
Y400,Macro,1,6,Yearly,01-01-50 12:00
Y401,Macro,1,6,Yearly,01-01-59 12:00
Y402,Macro,1,6,Yearly,01-01-59 12:00
Y403,Macro,1,6,Yearly,01-01-60 12:00
Y404,Macro,1,6,Yearly,01-01-52 12:00
Y405,Macro,1,6,Yearly,01-01-50 12:00
Y406,Macro,1,6,Yearly,01-01-50 12:00
Y407,Macro,1,6,Yearly,01-01-50 12:00
Y408,Macro,1,6,Yearly,01-01-70 12:00
Y409,Macro,1,6,Yearly,01-01-55 12:00
Y410,Macro,1,6,Yearly,01-01-60 12:00
Y411,Macro,1,6,Yearly,01-01-70 12:00
Y412,Macro,1,6,Yearly,01-01-90 12:00
Y413,Macro,1,6,Yearly,01-01-50 12:00
Y414,Macro,1,6,Yearly,01-01-54 12:00
Y415,Macro,1,6,Yearly,01-01-50 12:00
Y416,Macro,1,6,Yearly,01-01-52 12:00
Y417,Macro,1,6,Yearly,01-01-70 12:00
Y418,Macro,1,6,Yearly,01-01-50 12:00
Y419,Macro,1,6,Yearly,01-01-53 12:00
Y420,Macro,1,6,Yearly,01-01-54 12:00
Y421,Macro,1,6,Yearly,01-01-90 12:00
Y422,Macro,1,6,Yearly,01-01-90 12:00
Y423,Macro,1,6,Yearly,01-01-60 12:00
Y424,Macro,1,6,Yearly,01-01-50 12:00
Y425,Macro,1,6,Yearly,01-01-60 12:00
Y426,Macro,1,6,Yearly,01-01-50 12:00
Y427,Macro,1,6,Yearly,01-01-70 12:00
Y428,Macro,1,6,Yearly,01-01-50 12:00
Y429,Macro,1,6,Yearly,01-01-90 12:00
Y430,Macro,1,6,Yearly,01-01-54 12:00
Y431,Macro,1,6,Yearly,01-01-50 12:00
Y432,Macro,1,6,Yearly,01-01-70 12:00
Y433,Macro,1,6,Yearly,01-01-90 12:00
Y434,Macro,1,6,Yearly,01-01-50 12:00
Y435,Macro,1,6,Yearly,01-01-90 12:00
Y436,Macro,1,6,Yearly,01-01-60 12:00
Y437,Macro,1,6,Yearly,01-01-60 12:00
Y438,Macro,1,6,Yearly,01-01-60 12:00
Y439,Macro,1,6,Yearly,01-01-55 12:00
Y440,Macro,1,6,Yearly,01-01-90 12:00
Y441,Macro,1,6,Yearly,01-01-60 12:00
Y442,Macro,1,6,Yearly,01-01-60 12:00
Y443,Macro,1,6,Yearly,01-01-73 12:00
Y444,Macro,1,6,Yearly,01-01-66 12:00
Y445,Macro,1,6,Yearly,01-01-90 12:00
Y446,Macro,1,6,Yearly,01-01-80 12:00
Y447,Macro,1,6,Yearly,01-01-94 12:00
Y448,Macro,1,6,Yearly,01-01-76 12:00
Y449,Macro,1,6,Yearly,01-01-70 12:00
Y450,Macro,1,6,Yearly,01-01-50 12:00
Y451,Macro,1,6,Yearly,01-01-95 12:00
Y452,Macro,1,6,Yearly,01-01-90 12:00
Y453,Macro,1,6,Yearly,01-01-92 12:00
Y454,Macro,1,6,Yearly,01-01-83 12:00
Y455,Macro,1,6,Yearly,01-01-60 12:00
Y456,Macro,1,6,Yearly,01-01-60 12:00
Y457,Macro,1,6,Yearly,01-01-60 12:00
Y458,Macro,1,6,Yearly,01-01-95 12:00
Y459,Macro,1,6,Yearly,01-01-70 12:00
Y460,Macro,1,6,Yearly,01-01-61 12:00
Y461,Macro,1,6,Yearly,01-01-75 12:00
Y462,Macro,1,6,Yearly,01-01-50 12:00
Y463,Macro,1,6,Yearly,01-01-60 12:00
Y464,Macro,1,6,Yearly,01-01-65 12:00
Y465,Macro,1,6,Yearly,01-01-60 12:00
Y466,Macro,1,6,Yearly,01-01-81 12:00
Y467,Macro,1,6,Yearly,01-01-61 12:00
Y468,Macro,1,6,Yearly,01-01-60 12:00
Y469,Macro,1,6,Yearly,01-01-60 12:00
Y470,Macro,1,6,Yearly,01-01-70 12:00
Y471,Macro,1,6,Yearly,01-01-50 12:00
Y472,Macro,1,6,Yearly,01-01-60 12:00
Y473,Macro,1,6,Yearly,01-01-70 12:00
Y474,Macro,1,6,Yearly,01-01-70 12:00
Y475,Macro,1,6,Yearly,01-01-55 12:00
Y476,Macro,1,6,Yearly,01-01-77 12:00
Y477,Macro,1,6,Yearly,01-01-60 12:00
Y478,Macro,1,6,Yearly,01-01-86 12:00
Y479,Macro,1,6,Yearly,01-01-60 12:00
Y480,Macro,1,6,Yearly,01-01-60 12:00
Y481,Macro,1,6,Yearly,01-01-60 12:00
Y482,Macro,1,6,Yearly,01-01-61 12:00
Y483,Macro,1,6,Yearly,01-01-50 12:00
Y484,Macro,1,6,Yearly,01-01-75 12:00
Y485,Macro,1,6,Yearly,01-01-80 12:00
Y486,Macro,1,6,Yearly,01-01-94 12:00
Y487,Macro,1,6,Yearly,01-01-70 12:00
Y488,Macro,1,6,Yearly,01-01-65 12:00
Y489,Macro,1,6,Yearly,01-01-60 12:00
Y490,Macro,1,6,Yearly,01-01-85 12:00
Y491,Macro,1,6,Yearly,01-01-63 12:00
Y492,Macro,1,6,Yearly,01-01-90 12:00
Y493,Macro,1,6,Yearly,01-01-90 12:00
Y494,Macro,1,6,Yearly,01-01-84 12:00
Y495,Macro,1,6,Yearly,01-01-60 12:00
Y496,Macro,1,6,Yearly,01-01-60 12:00
Y497,Macro,1,6,Yearly,01-01-82 12:00
Y498,Macro,1,6,Yearly,01-01-60 12:00
Y499,Macro,1,6,Yearly,01-01-90 12:00
Y500,Macro,1,6,Yearly,01-01-60 12:00
Y501,Macro,1,6,Yearly,01-01-67 12:00
Y502,Macro,1,6,Yearly,01-01-81 12:00
Y503,Macro,1,6,Yearly,01-01-81 12:00
Y504,Macro,1,6,Yearly,01-01-60 12:00
Y505,Macro,1,6,Yearly,01-01-76 12:00
Y506,Macro,1,6,Yearly,01-01-76 12:00
Y507,Macro,1,6,Yearly,01-01-76 12:00
Y508,Macro,1,6,Yearly,01-01-81 12:00
Y509,Macro,1,6,Yearly,01-01-66 12:00
Y510,Macro,1,6,Yearly,01-01-60 12:00
Y511,Macro,1,6,Yearly,01-01-80 12:00
Y512,Macro,1,6,Yearly,01-01-60 12:00
Y513,Macro,1,6,Yearly,01-01-60 12:00
Y514,Macro,1,6,Yearly,01-01-80 12:00
Y515,Macro,1,6,Yearly,01-01-90 12:00
