M4id,category,Frequency,Horizon,SP,StartingDate
W53,Macro,1,13,Weekly,01-06-94 12:00
W54,Industry,1,13,Weekly,03-01-01 12:00
W55,Industry,1,13,Weekly,03-01-86 12:00
W56,Industry,1,13,Weekly,31-12-93 12:00
W57,Industry,1,13,Weekly,01-01-10 12:00
W58,Industry,1,13,Weekly,30-04-04 12:00
W59,Industry,1,13,Weekly,04-06-10 12:00
W60,Finance,1,13,Weekly,03-01-73 12:00
W61,Finance,1,13,Weekly,08-02-84 12:00
W62,Finance,1,13,Weekly,08-01-75 12:00
W63,Finance,1,13,Weekly,08-01-75 12:00
W64,Finance,1,13,Weekly,06-01-75 12:00
W65,Finance,1,13,Weekly,06-01-75 12:00
W66,Finance,1,13,Weekly,06-01-75 12:00
W67,Finance,1,13,Weekly,03-11-80 12:00
W68,Finance,1,13,Weekly,09-02-00 12:00
W69,Finance,1,13,Weekly,18-12-02 12:00
W70,Finance,1,13,Weekly,04-07-07 12:00
W71,Finance,1,13,Weekly,18-12-02 12:00
W72,Finance,1,13,Weekly,18-12-02 12:00
W73,Finance,1,13,Weekly,18-12-02 12:00
W74,Finance,1,13,Weekly,18-12-02 12:00
W75,Finance,1,13,Weekly,18-12-02 12:00
W76,Finance,1,13,Weekly,18-11-09 12:00
W77,Finance,1,13,Weekly,18-12-02 12:00
W78,Finance,1,13,Weekly,18-12-02 12:00
W79,Finance,1,13,Weekly,18-12-02 12:00
W80,Finance,1,13,Weekly,18-12-02 12:00
W81,Finance,1,13,Weekly,18-12-02 12:00
W82,Finance,1,13,Weekly,21-11-90 12:00
W83,Finance,1,13,Weekly,04-07-07 12:00
W84,Finance,1,13,Weekly,04-07-07 12:00
W85,Finance,1,13,Weekly,18-12-02 12:00
W86,Finance,1,13,Weekly,18-12-02 12:00
W87,Finance,1,13,Weekly,01-07-09 12:00
W88,Finance,1,13,Weekly,03-01-73 12:00
W89,Finance,1,13,Weekly,02-10-96 12:00
W90,Finance,1,13,Weekly,02-10-96 12:00
W91,Finance,1,13,Weekly,03-01-73 12:00
W92,Finance,1,13,Weekly,03-01-73 12:00
W93,Finance,1,13,Weekly,02-06-04 12:00
W94,Finance,1,13,Weekly,01-07-09 12:00
W95,Finance,1,13,Weekly,01-07-09 12:00
W96,Finance,1,13,Weekly,03-01-73 12:00
W97,Finance,1,13,Weekly,03-01-73 12:00
W98,Finance,1,13,Weekly,03-01-73 12:00
W99,Finance,1,13,Weekly,03-01-73 12:00
W100,Finance,1,13,Weekly,03-01-73 12:00
W101,Finance,1,13,Weekly,01-07-09 12:00
W102,Finance,1,13,Weekly,03-01-73 12:00
W103,Finance,1,13,Weekly,03-01-73 12:00
W104,Finance,1,13,Weekly,01-07-09 12:00
W105,Finance,1,13,Weekly,03-01-73 12:00
W106,Finance,1,13,Weekly,02-06-04 12:00
W107,Finance,1,13,Weekly,03-01-73 12:00
W108,Finance,1,13,Weekly,03-01-73 12:00
W109,Finance,1,13,Weekly,03-01-73 12:00
W110,Finance,1,13,Weekly,01-07-09 12:00
W111,Finance,1,13,Weekly,01-07-09 12:00
W112,Finance,1,13,Weekly,03-01-73 12:00
W113,Finance,1,13,Weekly,02-10-96 12:00
W114,Finance,1,13,Weekly,02-10-96 12:00
W115,Finance,1,13,Weekly,03-01-73 12:00
W116,Finance,1,13,Weekly,03-01-73 12:00
W117,Finance,1,13,Weekly,28-06-00 12:00
W118,Finance,1,13,Weekly,02-06-04 12:00
W119,Finance,1,13,Weekly,01-07-09 12:00
W120,Finance,1,13,Weekly,01-07-09 12:00
W121,Finance,1,13,Weekly,03-01-73 12:00
W122,Finance,1,13,Weekly,03-01-73 12:00
W123,Finance,1,13,Weekly,03-01-73 12:00
W124,Finance,1,13,Weekly,03-01-73 12:00
W125,Finance,1,13,Weekly,03-01-73 12:00
W126,Finance,1,13,Weekly,01-07-09 12:00
W127,Finance,1,13,Weekly,03-01-73 12:00
W128,Finance,1,13,Weekly,03-01-73 12:00
W129,Finance,1,13,Weekly,01-07-09 12:00
W130,Finance,1,13,Weekly,03-01-73 12:00
W131,Finance,1,13,Weekly,02-06-04 12:00
W132,Finance,1,13,Weekly,03-01-73 12:00
W133,Finance,1,13,Weekly,03-01-73 12:00
W134,Finance,1,13,Weekly,03-01-73 12:00
W135,Finance,1,13,Weekly,01-07-09 12:00
W136,Finance,1,13,Weekly,01-07-09 12:00
W137,Finance,1,13,Weekly,03-04-85 12:00
W138,Finance,1,13,Weekly,02-10-96 12:00
W139,Finance,1,13,Weekly,02-10-96 12:00
W140,Finance,1,13,Weekly,03-04-85 12:00
W141,Finance,1,13,Weekly,03-04-85 12:00
W142,Finance,1,13,Weekly,28-06-00 12:00
W143,Finance,1,13,Weekly,02-10-96 12:00
W144,Finance,1,13,Weekly,02-10-96 12:00
W145,Finance,1,13,Weekly,02-10-96 12:00
W146,Finance,1,13,Weekly,03-04-85 12:00
W147,Finance,1,13,Weekly,03-04-85 12:00
W148,Finance,1,13,Weekly,03-04-85 12:00
W149,Finance,1,13,Weekly,03-04-85 12:00
W150,Finance,1,13,Weekly,03-04-85 12:00
W151,Finance,1,13,Weekly,03-04-85 12:00
W152,Finance,1,13,Weekly,03-04-85 12:00
W153,Finance,1,13,Weekly,03-04-85 12:00
W154,Finance,1,13,Weekly,02-10-96 12:00
W155,Finance,1,13,Weekly,02-10-96 12:00
W156,Finance,1,13,Weekly,03-04-85 12:00
W157,Finance,1,13,Weekly,02-10-96 12:00
W158,Finance,1,13,Weekly,03-04-85 12:00
W159,Finance,1,13,Weekly,03-04-85 12:00
W160,Finance,1,13,Weekly,03-04-85 12:00
W161,Finance,1,13,Weekly,02-10-96 12:00
W162,Finance,1,13,Weekly,02-10-96 12:00
W163,Finance,1,13,Weekly,01-07-09 12:00
W164,Finance,1,13,Weekly,03-04-85 12:00
W165,Finance,1,13,Weekly,02-10-96 12:00
W166,Finance,1,13,Weekly,02-10-96 12:00
W167,Finance,1,13,Weekly,03-04-85 12:00
W168,Finance,1,13,Weekly,03-04-85 12:00
W169,Finance,1,13,Weekly,28-06-00 12:00
W170,Finance,1,13,Weekly,03-04-85 12:00
W171,Finance,1,13,Weekly,02-06-04 12:00
W172,Finance,1,13,Weekly,03-01-73 12:00
W173,Finance,1,13,Weekly,02-06-04 12:00
W174,Finance,1,13,Weekly,01-07-09 12:00
W175,Finance,1,13,Weekly,03-04-85 12:00
W176,Finance,1,13,Weekly,03-04-85 12:00
W177,Finance,1,13,Weekly,03-04-85 12:00
W178,Finance,1,13,Weekly,01-07-09 12:00
W179,Finance,1,13,Weekly,03-04-85 12:00
W180,Finance,1,13,Weekly,02-06-04 12:00
W181,Finance,1,13,Weekly,03-04-85 12:00
W182,Finance,1,13,Weekly,04-07-07 12:00
W183,Finance,1,13,Weekly,03-04-85 12:00
W184,Finance,1,13,Weekly,03-04-85 12:00
W185,Finance,1,13,Weekly,03-04-85 12:00
W186,Finance,1,13,Weekly,01-07-09 12:00
W187,Finance,1,13,Weekly,03-01-01 12:00
W188,Finance,1,13,Weekly,03-01-01 12:00
W189,Finance,1,13,Weekly,03-01-01 12:00
W190,Finance,1,13,Weekly,03-01-01 12:00
W191,Finance,1,13,Weekly,03-01-01 12:00
W192,Finance,1,13,Weekly,03-01-01 12:00
W193,Finance,1,13,Weekly,03-01-01 12:00
W194,Finance,1,13,Weekly,03-01-01 12:00
W195,Finance,1,13,Weekly,03-01-01 12:00
W196,Finance,1,13,Weekly,03-01-01 12:00
W197,Finance,1,13,Weekly,03-01-01 12:00
W198,Finance,1,13,Weekly,03-01-01 12:00
W199,Finance,1,13,Weekly,03-01-01 12:00
W200,Finance,1,13,Weekly,03-01-01 12:00
W201,Finance,1,13,Weekly,03-01-01 12:00
W202,Finance,1,13,Weekly,03-01-01 12:00
W203,Finance,1,13,Weekly,03-01-01 12:00
W204,Finance,1,13,Weekly,03-10-90 12:00
W205,Finance,1,13,Weekly,01-01-99 12:00
W206,Finance,1,13,Weekly,01-01-99 12:00
W207,Finance,1,13,Weekly,01-01-99 12:00
W208,Finance,1,13,Weekly,01-01-99 12:00
W209,Finance,1,13,Weekly,01-01-99 12:00
W210,Finance,1,13,Weekly,01-01-99 12:00
W211,Finance,1,13,Weekly,01-01-99 12:00
W212,Finance,1,13,Weekly,01-01-99 12:00
W213,Finance,1,13,Weekly,01-01-99 12:00
W214,Finance,1,13,Weekly,01-01-99 12:00
W215,Finance,1,13,Weekly,01-01-99 12:00
W216,Finance,1,13,Weekly,01-01-99 12:00
W217,Finance,1,13,Weekly,17-08-06 12:00
W218,Finance,1,13,Weekly,17-08-06 12:00
W219,Finance,1,13,Weekly,02-03-00 12:00
W220,Finance,1,13,Weekly,04-07-02 12:00
W221,Finance,1,13,Weekly,01-06-94 12:00
W222,Finance,1,13,Weekly,01-06-94 12:00
W223,Finance,1,13,Weekly,01-06-94 12:00
W224,Demographic,1,13,Weekly,07-01-67 12:00
W225,Demographic,1,13,Weekly,08-02-86 12:00
W226,Demographic,1,13,Weekly,08-02-86 12:00
W227,Demographic,1,13,Weekly,08-02-86 12:00
W228,Demographic,1,13,Weekly,04-01-86 12:00
W229,Demographic,1,13,Weekly,08-02-86 12:00
W230,Demographic,1,13,Weekly,08-02-86 12:00
W231,Demographic,1,13,Weekly,08-02-86 12:00
W232,Demographic,1,13,Weekly,08-02-86 12:00
W233,Demographic,1,13,Weekly,08-02-86 12:00
W234,Demographic,1,13,Weekly,08-02-86 12:00
W235,Demographic,1,13,Weekly,08-02-86 12:00
W236,Demographic,1,13,Weekly,08-02-86 12:00
W237,Demographic,1,13,Weekly,01-02-86 12:00
W238,Demographic,1,13,Weekly,08-02-86 12:00
W239,Demographic,1,13,Weekly,08-02-86 12:00
W240,Demographic,1,13,Weekly,08-02-86 12:00
W241,Demographic,1,13,Weekly,08-02-86 12:00
W242,Demographic,1,13,Weekly,08-02-86 12:00
W243,Demographic,1,13,Weekly,21-09-85 12:00
W244,Demographic,1,13,Weekly,21-09-85 12:00
W245,Demographic,1,13,Weekly,08-02-86 12:00
W246,Demographic,1,13,Weekly,08-02-86 12:00
W247,Demographic,1,13,Weekly,08-02-86 12:00
W248,Micro,1,13,Weekly,08-01-75 12:00
W249,Micro,1,13,Weekly,08-01-75 12:00
W250,Micro,1,13,Weekly,06-01-75 12:00
W251,Micro,1,13,Weekly,04-02-80 12:00
W252,Micro,1,13,Weekly,06-01-75 12:00
W253,Micro,1,13,Weekly,03-11-80 12:00
W254,Micro,1,13,Weekly,03-11-80 12:00
W255,Micro,1,13,Weekly,18-12-02 12:00
W256,Micro,1,13,Weekly,18-12-02 12:00
W257,Micro,1,13,Weekly,18-12-02 12:00
W258,Micro,1,13,Weekly,18-12-02 12:00
W259,Micro,1,13,Weekly,18-12-02 12:00
W260,Micro,1,13,Weekly,18-12-02 12:00
W261,Micro,1,13,Weekly,18-12-02 12:00
W262,Micro,1,13,Weekly,18-12-02 12:00
W263,Micro,1,13,Weekly,01-07-09 12:00
W264,Micro,1,13,Weekly,01-07-09 12:00
W265,Micro,1,13,Weekly,01-07-09 12:00
W266,Micro,1,13,Weekly,01-07-09 12:00
W267,Micro,1,13,Weekly,01-07-09 12:00
W268,Micro,1,13,Weekly,01-07-09 12:00
W269,Micro,1,13,Weekly,01-07-09 12:00
W270,Micro,1,13,Weekly,02-10-96 12:00
W271,Micro,1,13,Weekly,02-10-96 12:00
W272,Micro,1,13,Weekly,01-07-09 12:00
W273,Micro,1,13,Weekly,04-01-89 12:00
W274,Micro,1,13,Weekly,01-07-09 12:00
W275,Micro,1,13,Weekly,02-10-96 12:00
W276,Micro,1,13,Weekly,01-07-09 12:00
W277,Micro,1,13,Weekly,03-04-85 12:00
W278,Micro,1,13,Weekly,01-07-09 12:00
W279,Micro,1,13,Weekly,02-10-96 12:00
W280,Micro,1,13,Weekly,03-04-85 12:00
W281,Micro,1,13,Weekly,03-01-01 12:00
W282,Micro,1,13,Weekly,03-01-01 12:00
W283,Micro,1,13,Weekly,03-01-01 12:00
W284,Micro,1,13,Weekly,01-01-99 12:00
W285,Micro,1,13,Weekly,01-01-99 12:00
W286,Micro,1,13,Weekly,01-01-99 12:00
W287,Micro,1,13,Weekly,01-01-99 12:00
W288,Micro,1,13,Weekly,01-01-99 12:00
W289,Micro,1,13,Weekly,01-06-94 12:00
W290,Micro,1,13,Weekly,01-06-94 12:00
W291,Micro,1,13,Weekly,01-06-94 12:00
W292,Micro,1,13,Weekly,01-06-94 12:00
W293,Micro,1,13,Weekly,01-06-94 12:00
W294,Micro,1,13,Weekly,01-06-94 12:00
W295,Micro,1,13,Weekly,01-01-16 12:00
W296,Micro,1,13,Weekly,01-01-16 12:00
W297,Micro,1,13,Weekly,01-01-16 12:00
W298,Micro,1,13,Weekly,01-01-16 12:00
W299,Micro,1,13,Weekly,01-01-16 12:00
W300,Micro,1,13,Weekly,01-01-16 12:00
W301,Micro,1,13,Weekly,01-01-16 12:00
W302,Micro,1,13,Weekly,01-01-16 12:00
W303,Micro,1,13,Weekly,01-01-16 12:00
W304,Micro,1,13,Weekly,01-01-16 12:00
W305,Micro,1,13,Weekly,01-01-16 12:00
W306,Micro,1,13,Weekly,01-01-16 12:00
W307,Micro,1,13,Weekly,01-01-16 12:00
W308,Micro,1,13,Weekly,01-01-16 12:00
W309,Micro,1,13,Weekly,01-01-16 12:00
W310,Micro,1,13,Weekly,01-01-16 12:00
W311,Micro,1,13,Weekly,01-01-16 12:00
W312,Micro,1,13,Weekly,01-01-16 12:00
W313,Micro,1,13,Weekly,01-01-16 12:00
W314,Micro,1,13,Weekly,01-01-16 12:00
W315,Micro,1,13,Weekly,01-01-16 12:00
W316,Micro,1,13,Weekly,01-01-16 12:00
W317,Micro,1,13,Weekly,01-01-16 12:00
W318,Micro,1,13,Weekly,01-01-16 12:00
W319,Micro,1,13,Weekly,01-01-16 12:00
W320,Micro,1,13,Weekly,01-01-16 12:00
W321,Micro,1,13,Weekly,01-01-16 12:00
W322,Micro,1,13,Weekly,01-01-16 12:00
W323,Micro,1,13,Weekly,01-01-16 12:00
W324,Micro,1,13,Weekly,01-01-16 12:00
W325,Micro,1,13,Weekly,01-01-16 12:00
W326,Micro,1,13,Weekly,01-01-16 12:00
W327,Micro,1,13,Weekly,01-01-16 12:00
W328,Micro,1,13,Weekly,01-01-16 12:00
W329,Micro,1,13,Weekly,01-01-16 12:00
W330,Micro,1,13,Weekly,01-01-16 12:00
W331,Micro,1,13,Weekly,01-01-16 12:00
W332,Micro,1,13,Weekly,01-01-16 12:00
W333,Micro,1,13,Weekly,01-01-16 12:00
W334,Micro,1,13,Weekly,01-01-16 12:00
W335,Micro,1,13,Weekly,01-01-16 12:00
W336,Micro,1,13,Weekly,01-01-16 12:00
W337,Micro,1,13,Weekly,01-01-16 12:00
W338,Micro,1,13,Weekly,01-01-16 12:00
W339,Micro,1,13,Weekly,01-01-16 12:00
W340,Micro,1,13,Weekly,01-01-16 12:00
W341,Micro,1,13,Weekly,01-01-16 12:00
W342,Micro,1,13,Weekly,01-01-16 12:00
W343,Micro,1,13,Weekly,01-01-16 12:00
W344,Micro,1,13,Weekly,01-01-16 12:00
W345,Micro,1,13,Weekly,01-01-16 12:00
W346,Micro,1,13,Weekly,01-01-16 12:00
W347,Micro,1,13,Weekly,01-01-16 12:00
W348,Micro,1,13,Weekly,01-01-16 12:00
W349,Micro,1,13,Weekly,01-01-16 12:00
W350,Micro,1,13,Weekly,01-01-16 12:00
W351,Micro,1,13,Weekly,01-01-16 12:00
W352,Micro,1,13,Weekly,01-01-16 12:00
W353,Micro,1,13,Weekly,01-01-16 12:00
W354,Micro,1,13,Weekly,01-01-16 12:00
W355,Micro,1,13,Weekly,01-01-16 12:00
W356,Micro,1,13,Weekly,01-01-16 12:00
W357,Micro,1,13,Weekly,01-01-16 12:00
W358,Micro,1,13,Weekly,01-01-16 12:00
W359,Micro,1,13,Weekly,01-01-16 12:00
