M4id,category,Frequency,Horizon,SP,StartingDate
Q55,Macro,4,8,Quarterly,01-01-00 12:00
Q56,Macro,4,8,Quarterly,01-01-00 12:00
Q57,Macro,4,8,Quarterly,01-01-00 12:00
Q58,Macro,4,8,Quarterly,01-01-00 12:00
Q59,Macro,4,8,Quarterly,01-01-00 12:00
Q60,Macro,4,8,Quarterly,01-01-00 12:00
Q61,Macro,4,8,Quarterly,01-01-47 12:00
Q62,Macro,4,8,Quarterly,01-01-99 12:00
Q63,Macro,4,8,Quarterly,01-01-99 12:00
Q64,Macro,4,8,Quarterly,01-01-47 12:00
Q65,Macro,4,8,Quarterly,01-01-99 12:00
Q66,Macro,4,8,Quarterly,01-01-60 12:00
Q67,Macro,4,8,Quarterly,01-01-99 12:00
Q68,Macro,4,8,Quarterly,01-01-99 12:00
Q69,Macro,4,8,Quarterly,01-01-99 12:00
Q70,Macro,4,8,Quarterly,01-01-67 12:00
Q71,Macro,4,8,Quarterly,01-01-99 12:00
Q72,Macro,4,8,Quarterly,01-01-99 12:00
Q73,Macro,4,8,Quarterly,01-01-99 12:00
Q74,Macro,4,8,Quarterly,01-01-99 12:00
Q75,Macro,4,8,Quarterly,01-01-99 12:00
Q76,Macro,4,8,Quarterly,01-01-47 12:00
Q77,Macro,4,8,Quarterly,01-01-47 12:00
Q78,Macro,4,8,Quarterly,01-01-47 12:00
Q79,Macro,4,8,Quarterly,01-01-47 12:00
Q80,Macro,4,8,Quarterly,01-01-47 12:00
Q81,Macro,4,8,Quarterly,01-01-47 12:00
Q82,Macro,4,8,Quarterly,01-01-99 12:00
Q83,Macro,4,8,Quarterly,01-01-99 12:00
Q84,Macro,4,8,Quarterly,01-01-47 12:00
Q85,Macro,4,8,Quarterly,01-01-47 12:00
Q86,Macro,4,8,Quarterly,01-01-05 12:00
Q87,Macro,4,8,Quarterly,01-01-05 12:00
Q88,Macro,4,8,Quarterly,01-01-05 12:00
Q89,Macro,4,8,Quarterly,01-01-05 12:00
Q90,Macro,4,8,Quarterly,01-07-59 12:00
Q91,Macro,4,8,Quarterly,01-01-99 12:00
Q92,Macro,4,8,Quarterly,01-01-05 12:00
Q93,Macro,4,8,Quarterly,01-01-05 12:00
Q94,Macro,4,8,Quarterly,01-07-59 12:00
Q95,Macro,4,8,Quarterly,01-01-60 12:00
Q96,Macro,4,8,Quarterly,01-01-72 12:00
Q97,Macro,4,8,Quarterly,01-01-47 12:00
Q98,Macro,4,8,Quarterly,01-01-99 12:00
Q99,Macro,4,8,Quarterly,01-01-99 12:00
Q100,Macro,4,8,Quarterly,01-01-99 12:00
Q101,Macro,4,8,Quarterly,01-01-99 12:00
Q102,Macro,4,8,Quarterly,01-01-99 12:00
Q103,Macro,4,8,Quarterly,01-01-99 12:00
Q104,Macro,4,8,Quarterly,01-01-47 12:00
Q105,Macro,4,8,Quarterly,01-01-99 12:00
Q106,Macro,4,8,Quarterly,01-01-95 12:00
Q107,Macro,4,8,Quarterly,01-01-95 12:00
Q108,Macro,4,8,Quarterly,01-01-99 12:00
Q109,Macro,4,8,Quarterly,01-01-47 12:00
Q110,Macro,4,8,Quarterly,01-01-99 12:00
Q111,Macro,4,8,Quarterly,01-01-99 12:00
Q112,Macro,4,8,Quarterly,01-01-99 12:00
Q113,Macro,4,8,Quarterly,01-01-99 12:00
Q114,Macro,4,8,Quarterly,01-01-99 12:00
Q115,Macro,4,8,Quarterly,01-01-99 12:00
Q116,Macro,4,8,Quarterly,01-01-99 12:00
Q117,Macro,4,8,Quarterly,01-01-99 12:00
Q118,Macro,4,8,Quarterly,01-01-99 12:00
Q119,Macro,4,8,Quarterly,01-01-99 12:00
Q120,Macro,4,8,Quarterly,01-01-05 12:00
Q121,Macro,4,8,Quarterly,01-01-05 12:00
Q122,Macro,4,8,Quarterly,01-01-05 12:00
Q123,Macro,4,8,Quarterly,01-01-05 12:00
Q124,Macro,4,8,Quarterly,01-01-05 12:00
Q125,Macro,4,8,Quarterly,01-01-05 12:00
Q126,Macro,4,8,Quarterly,01-01-05 12:00
Q127,Macro,4,8,Quarterly,01-01-05 12:00
Q128,Macro,4,8,Quarterly,01-01-05 12:00
Q129,Macro,4,8,Quarterly,01-01-05 12:00
Q130,Macro,4,8,Quarterly,01-01-05 12:00
Q131,Macro,4,8,Quarterly,01-01-05 12:00
Q132,Macro,4,8,Quarterly,01-01-05 12:00
Q133,Macro,4,8,Quarterly,01-01-05 12:00
Q134,Macro,4,8,Quarterly,01-01-05 12:00
Q135,Macro,4,8,Quarterly,01-01-05 12:00
Q136,Macro,4,8,Quarterly,01-01-05 12:00
Q137,Macro,4,8,Quarterly,01-01-05 12:00
Q138,Macro,4,8,Quarterly,01-01-47 12:00
Q139,Macro,4,8,Quarterly,01-01-99 12:00
Q140,Macro,4,8,Quarterly,01-01-47 12:00
Q141,Macro,4,8,Quarterly,01-01-47 12:00
Q142,Macro,4,8,Quarterly,01-01-47 12:00
Q143,Macro,4,8,Quarterly,01-01-47 12:00
Q144,Macro,4,8,Quarterly,01-01-47 12:00
Q145,Macro,4,8,Quarterly,01-01-47 12:00
Q146,Macro,4,8,Quarterly,01-01-70 12:00
Q147,Macro,4,8,Quarterly,01-01-59 12:00
Q148,Macro,4,8,Quarterly,01-01-99 12:00
Q149,Macro,4,8,Quarterly,01-01-99 12:00
Q150,Macro,4,8,Quarterly,01-01-99 12:00
Q151,Macro,4,8,Quarterly,01-01-99 12:00
Q152,Macro,4,8,Quarterly,01-01-99 12:00
Q153,Macro,4,8,Quarterly,01-01-99 12:00
Q154,Macro,4,8,Quarterly,01-04-00 12:00
Q155,Macro,4,8,Quarterly,01-04-00 12:00
Q156,Macro,4,8,Quarterly,01-04-00 12:00
Q157,Macro,4,8,Quarterly,01-01-88 12:00
Q158,Macro,4,8,Quarterly,01-01-09 12:00
Q159,Macro,4,8,Quarterly,01-01-09 12:00
Q160,Macro,4,8,Quarterly,01-01-09 12:00
Q161,Macro,4,8,Quarterly,01-01-01 12:00
Q162,Macro,4,8,Quarterly,01-01-01 12:00
Q163,Macro,4,8,Quarterly,01-01-01 12:00
Q164,Macro,4,8,Quarterly,01-01-06 12:00
Q165,Macro,4,8,Quarterly,01-01-01 12:00
Q166,Macro,4,8,Quarterly,01-01-06 12:00
Q167,Macro,4,8,Quarterly,01-01-01 12:00
Q168,Macro,4,8,Quarterly,01-01-01 12:00
Q169,Macro,4,8,Quarterly,01-01-01 12:00
Q170,Macro,4,8,Quarterly,01-01-01 12:00
Q171,Macro,4,8,Quarterly,01-01-06 12:00
Q172,Macro,4,8,Quarterly,01-01-06 12:00
Q173,Macro,4,8,Quarterly,01-01-06 12:00
Q174,Macro,4,8,Quarterly,01-01-01 12:00
Q175,Macro,4,8,Quarterly,01-01-06 12:00
Q176,Macro,4,8,Quarterly,01-01-01 12:00
Q177,Macro,4,8,Quarterly,01-01-01 12:00
Q178,Macro,4,8,Quarterly,01-01-01 12:00
Q179,Macro,4,8,Quarterly,01-01-01 12:00
Q180,Macro,4,8,Quarterly,01-01-01 12:00
Q181,Macro,4,8,Quarterly,01-01-06 12:00
Q182,Macro,4,8,Quarterly,01-01-01 12:00
Q183,Macro,4,8,Quarterly,01-01-01 12:00
Q184,Macro,4,8,Quarterly,01-01-01 12:00
Q185,Macro,4,8,Quarterly,01-01-01 12:00
Q186,Macro,4,8,Quarterly,01-01-01 12:00
Q187,Macro,4,8,Quarterly,01-01-01 12:00
Q188,Macro,4,8,Quarterly,01-01-01 12:00
Q189,Macro,4,8,Quarterly,01-01-01 12:00
Q190,Macro,4,8,Quarterly,01-01-01 12:00
Q191,Macro,4,8,Quarterly,01-01-01 12:00
Q192,Macro,4,8,Quarterly,01-01-01 12:00
Q193,Macro,4,8,Quarterly,01-01-01 12:00
Q194,Macro,4,8,Quarterly,01-01-01 12:00
Q195,Macro,4,8,Quarterly,01-01-01 12:00
Q196,Macro,4,8,Quarterly,01-01-01 12:00
Q197,Macro,4,8,Quarterly,01-01-01 12:00
Q198,Macro,4,8,Quarterly,01-07-92 12:00
Q199,Macro,4,8,Quarterly,01-01-76 12:00
Q200,Macro,4,8,Quarterly,01-10-82 12:00
Q201,Macro,4,8,Quarterly,01-04-88 12:00
Q202,Macro,4,8,Quarterly,01-07-75 12:00
Q203,Macro,4,8,Quarterly,1882-01-01 12:00:00
Q204,Macro,4,8,Quarterly,01-01-20 12:00
Q205,Macro,4,8,Quarterly,1879-01-01 12:00:00
Q206,Macro,4,8,Quarterly,01-01-39 12:00
Q207,Macro,4,8,Quarterly,1879-01-01 12:00:00
Q208,Macro,4,8,Quarterly,01-01-20 12:00
Q209,Macro,4,8,Quarterly,01-01-00 12:00
Q210,Macro,4,8,Quarterly,01-01-53 12:00
Q211,Macro,4,8,Quarterly,01-01-48 12:00
Q212,Macro,4,8,Quarterly,01-01-39 12:00
Q213,Macro,4,8,Quarterly,01-01-46 12:00
Q214,Macro,4,8,Quarterly,01-01-46 12:00
Q215,Macro,4,8,Quarterly,01-10-95 12:00
Q216,Macro,4,8,Quarterly,01-07-80 12:00
Q217,Macro,4,8,Quarterly,01-10-89 12:00
Q218,Macro,4,8,Quarterly,01-01-84 12:00
Q219,Macro,4,8,Quarterly,01-07-94 12:00
Q220,Macro,4,8,Quarterly,01-07-94 12:00
Q221,Macro,4,8,Quarterly,01-01-89 12:00
Q222,Macro,4,8,Quarterly,01-10-89 12:00
Q223,Macro,4,8,Quarterly,01-10-89 12:00
Q224,Macro,4,8,Quarterly,01-01-00 12:00
Q225,Macro,4,8,Quarterly,01-01-90 12:00
Q226,Macro,4,8,Quarterly,01-10-95 12:00
Q227,Macro,4,8,Quarterly,01-10-00 12:00
Q228,Macro,4,8,Quarterly,01-01-92 12:00
Q229,Macro,4,8,Quarterly,01-01-81 12:00
Q230,Macro,4,8,Quarterly,01-01-00 12:00
Q231,Macro,4,8,Quarterly,01-10-89 12:00
Q232,Macro,4,8,Quarterly,01-01-06 12:00
Q233,Macro,4,8,Quarterly,01-01-81 12:00
Q234,Macro,4,8,Quarterly,01-01-90 12:00
Q235,Macro,4,8,Quarterly,01-01-90 12:00
Q236,Macro,4,8,Quarterly,01-01-90 12:00
Q237,Macro,4,8,Quarterly,01-10-01 12:00
Q238,Macro,4,8,Quarterly,01-01-90 12:00
Q239,Macro,4,8,Quarterly,01-01-95 12:00
Q240,Macro,4,8,Quarterly,01-10-97 12:00
Q241,Macro,4,8,Quarterly,01-10-97 12:00
Q242,Macro,4,8,Quarterly,01-10-97 12:00
Q243,Macro,4,8,Quarterly,01-01-05 12:00
Q244,Macro,4,8,Quarterly,01-01-04 12:00
Q245,Macro,4,8,Quarterly,01-01-90 12:00
Q246,Macro,4,8,Quarterly,01-10-99 12:00
Q247,Macro,4,8,Quarterly,01-10-99 12:00
Q248,Macro,4,8,Quarterly,01-10-95 12:00
Q249,Macro,4,8,Quarterly,01-01-90 12:00
Q250,Macro,4,8,Quarterly,01-10-89 12:00
Q251,Macro,4,8,Quarterly,01-01-93 12:00
Q252,Macro,4,8,Quarterly,01-01-57 12:00
Q253,Macro,4,8,Quarterly,01-01-57 12:00
Q254,Macro,4,8,Quarterly,01-01-75 12:00
Q255,Macro,4,8,Quarterly,01-01-03 12:00
Q256,Macro,4,8,Quarterly,01-10-89 12:00
Q257,Macro,4,8,Quarterly,01-10-89 12:00
Q258,Macro,4,8,Quarterly,01-01-97 12:00
Q259,Macro,4,8,Quarterly,01-01-08 12:00
Q260,Macro,4,8,Quarterly,01-01-88 12:00
Q261,Macro,4,8,Quarterly,01-01-00 12:00
Q262,Macro,4,8,Quarterly,01-10-98 12:00
Q263,Macro,4,8,Quarterly,01-10-98 12:00
Q264,Macro,4,8,Quarterly,01-01-95 12:00
Q265,Macro,4,8,Quarterly,01-10-95 12:00
Q266,Macro,4,8,Quarterly,01-01-98 12:00
Q267,Macro,4,8,Quarterly,01-10-98 12:00
Q268,Macro,4,8,Quarterly,01-01-95 12:00
Q269,Macro,4,8,Quarterly,01-10-98 12:00
Q270,Macro,4,8,Quarterly,01-10-98 12:00
Q271,Macro,4,8,Quarterly,01-01-00 12:00
Q272,Macro,4,8,Quarterly,01-01-99 12:00
Q273,Macro,4,8,Quarterly,01-01-00 12:00
Q274,Macro,4,8,Quarterly,01-01-00 12:00
Q275,Macro,4,8,Quarterly,01-10-98 12:00
Q276,Macro,4,8,Quarterly,01-01-95 12:00
Q277,Macro,4,8,Quarterly,01-10-98 12:00
Q278,Macro,4,8,Quarterly,01-10-99 12:00
Q279,Macro,4,8,Quarterly,01-07-92 12:00
Q280,Macro,4,8,Quarterly,01-01-00 12:00
Q281,Macro,4,8,Quarterly,01-10-97 12:00
Q282,Macro,4,8,Quarterly,01-10-89 12:00
Q283,Macro,4,8,Quarterly,01-10-89 12:00
Q284,Macro,4,8,Quarterly,01-10-97 12:00
Q285,Macro,4,8,Quarterly,01-10-89 12:00
Q286,Macro,4,8,Quarterly,01-10-97 12:00
Q287,Macro,4,8,Quarterly,01-10-95 12:00
Q288,Macro,4,8,Quarterly,01-04-60 12:00
Q289,Macro,4,8,Quarterly,01-04-93 12:00
Q290,Macro,4,8,Quarterly,01-10-92 12:00
Q291,Macro,4,8,Quarterly,01-10-65 12:00
Q292,Macro,4,8,Quarterly,01-10-79 12:00
Q293,Macro,4,8,Quarterly,01-10-98 12:00
Q294,Macro,4,8,Quarterly,01-10-98 12:00
Q295,Macro,4,8,Quarterly,01-04-99 12:00
Q296,Macro,4,8,Quarterly,01-10-98 12:00
Q297,Macro,4,8,Quarterly,01-01-96 12:00
Q298,Macro,4,8,Quarterly,01-01-57 12:00
Q299,Macro,4,8,Quarterly,01-01-57 12:00
Q300,Macro,4,8,Quarterly,01-04-82 12:00
Q301,Macro,4,8,Quarterly,01-01-98 12:00
Q302,Macro,4,8,Quarterly,01-01-90 12:00
Q303,Macro,4,8,Quarterly,01-01-98 12:00
Q304,Macro,4,8,Quarterly,01-01-75 12:00
Q305,Macro,4,8,Quarterly,01-01-96 12:00
Q306,Macro,4,8,Quarterly,01-01-95 12:00
Q307,Macro,4,8,Quarterly,01-01-95 12:00
Q308,Macro,4,8,Quarterly,01-01-90 12:00
Q309,Macro,4,8,Quarterly,01-01-00 12:00
Q310,Macro,4,8,Quarterly,01-01-96 12:00
Q311,Macro,4,8,Quarterly,01-01-95 12:00
Q312,Macro,4,8,Quarterly,01-01-00 12:00
Q313,Macro,4,8,Quarterly,01-01-95 12:00
Q314,Macro,4,8,Quarterly,01-01-02 12:00
Q315,Macro,4,8,Quarterly,01-01-93 12:00
Q316,Macro,4,8,Quarterly,01-01-95 12:00
Q317,Macro,4,8,Quarterly,01-01-95 12:00
Q318,Macro,4,8,Quarterly,01-01-80 12:00
Q319,Macro,4,8,Quarterly,01-01-91 12:00
Q320,Macro,4,8,Quarterly,01-01-95 12:00
Q321,Macro,4,8,Quarterly,01-01-00 12:00
Q322,Macro,4,8,Quarterly,01-01-02 12:00
Q323,Macro,4,8,Quarterly,01-01-95 12:00
Q324,Macro,4,8,Quarterly,01-01-95 12:00
Q325,Macro,4,8,Quarterly,01-01-95 12:00
Q326,Macro,4,8,Quarterly,01-01-95 12:00
Q327,Macro,4,8,Quarterly,01-01-97 12:00
Q328,Macro,4,8,Quarterly,01-01-00 12:00
Q329,Macro,4,8,Quarterly,01-01-78 12:00
Q330,Macro,4,8,Quarterly,01-01-02 12:00
Q331,Macro,4,8,Quarterly,01-01-95 12:00
Q332,Macro,4,8,Quarterly,01-01-55 12:00
Q333,Macro,4,8,Quarterly,01-01-80 12:00
Q334,Macro,4,8,Quarterly,01-01-55 12:00
Q335,Macro,4,8,Quarterly,01-01-81 12:00
Q336,Macro,4,8,Quarterly,01-01-68 12:00
Q337,Macro,4,8,Quarterly,01-04-65 12:00
Q338,Macro,4,8,Quarterly,01-01-55 12:00
Q339,Macro,4,8,Quarterly,01-01-00 12:00
Q340,Macro,4,8,Quarterly,01-01-99 12:00
Q341,Macro,4,8,Quarterly,01-01-68 12:00
Q342,Macro,4,8,Quarterly,01-01-70 12:00
Q343,Macro,4,8,Quarterly,01-01-58 12:00
Q344,Macro,4,8,Quarterly,01-01-55 12:00
Q345,Macro,4,8,Quarterly,01-01-55 12:00
Q346,Macro,4,8,Quarterly,01-01-57 12:00
Q347,Macro,4,8,Quarterly,01-01-79 12:00
Q348,Macro,4,8,Quarterly,01-01-00 12:00
Q349,Macro,4,8,Quarterly,01-01-02 12:00
Q350,Macro,4,8,Quarterly,01-01-94 12:00
Q351,Macro,4,8,Quarterly,01-01-77 12:00
Q352,Macro,4,8,Quarterly,01-01-00 12:00
Q353,Macro,4,8,Quarterly,01-01-05 12:00
Q354,Macro,4,8,Quarterly,01-01-05 12:00
Q355,Macro,4,8,Quarterly,01-01-05 12:00
Q356,Macro,4,8,Quarterly,01-01-98 12:00
Q357,Macro,4,8,Quarterly,01-01-05 12:00
Q358,Macro,4,8,Quarterly,01-01-05 12:00
Q359,Macro,4,8,Quarterly,01-01-05 12:00
Q360,Macro,4,8,Quarterly,01-01-05 12:00
Q361,Macro,4,8,Quarterly,01-01-05 12:00
Q362,Macro,4,8,Quarterly,01-01-05 12:00
Q363,Macro,4,8,Quarterly,01-01-05 12:00
Q364,Macro,4,8,Quarterly,01-01-05 12:00
Q365,Macro,4,8,Quarterly,01-01-98 12:00
Q366,Macro,4,8,Quarterly,01-01-98 12:00
Q367,Macro,4,8,Quarterly,01-01-05 12:00
Q368,Macro,4,8,Quarterly,01-01-05 12:00
Q369,Macro,4,8,Quarterly,01-01-98 12:00
Q370,Macro,4,8,Quarterly,01-01-98 12:00
Q371,Macro,4,8,Quarterly,01-01-98 12:00
Q372,Macro,4,8,Quarterly,01-01-98 12:00
Q373,Macro,4,8,Quarterly,01-01-90 12:00
Q374,Macro,4,8,Quarterly,01-01-90 12:00
Q375,Macro,4,8,Quarterly,01-01-90 12:00
Q376,Macro,4,8,Quarterly,01-01-90 12:00
Q377,Macro,4,8,Quarterly,01-01-90 12:00
Q378,Macro,4,8,Quarterly,01-01-90 12:00
Q379,Macro,4,8,Quarterly,01-01-90 12:00
Q380,Macro,4,8,Quarterly,01-01-90 12:00
Q381,Macro,4,8,Quarterly,01-01-90 12:00
Q382,Macro,4,8,Quarterly,01-01-90 12:00
Q383,Macro,4,8,Quarterly,01-01-90 12:00
Q384,Macro,4,8,Quarterly,01-01-98 12:00
Q385,Macro,4,8,Quarterly,01-01-05 12:00
Q386,Macro,4,8,Quarterly,01-01-05 12:00
Q387,Macro,4,8,Quarterly,01-01-05 12:00
Q388,Macro,4,8,Quarterly,01-01-05 12:00
Q389,Macro,4,8,Quarterly,01-01-05 12:00
Q390,Macro,4,8,Quarterly,01-01-05 12:00
Q391,Macro,4,8,Quarterly,01-01-05 12:00
Q392,Macro,4,8,Quarterly,01-01-05 12:00
Q393,Macro,4,8,Quarterly,01-01-05 12:00
Q394,Macro,4,8,Quarterly,01-01-98 12:00
Q395,Macro,4,8,Quarterly,01-01-98 12:00
Q396,Macro,4,8,Quarterly,01-01-05 12:00
Q397,Macro,4,8,Quarterly,01-01-05 12:00
Q398,Macro,4,8,Quarterly,01-01-05 12:00
Q399,Macro,4,8,Quarterly,01-01-98 12:00
Q400,Macro,4,8,Quarterly,01-01-90 12:00
Q401,Macro,4,8,Quarterly,01-01-90 12:00
Q402,Macro,4,8,Quarterly,01-01-98 12:00
Q403,Macro,4,8,Quarterly,01-01-98 12:00
Q404,Macro,4,8,Quarterly,01-01-05 12:00
Q405,Macro,4,8,Quarterly,01-01-05 12:00
Q406,Macro,4,8,Quarterly,01-01-05 12:00
Q407,Macro,4,8,Quarterly,01-01-05 12:00
Q408,Macro,4,8,Quarterly,01-01-05 12:00
Q409,Macro,4,8,Quarterly,01-01-05 12:00
Q410,Macro,4,8,Quarterly,01-01-05 12:00
Q411,Macro,4,8,Quarterly,01-01-05 12:00
Q412,Macro,4,8,Quarterly,01-01-05 12:00
Q413,Macro,4,8,Quarterly,01-01-98 12:00
Q414,Macro,4,8,Quarterly,01-01-98 12:00
Q415,Macro,4,8,Quarterly,01-01-05 12:00
Q416,Macro,4,8,Quarterly,01-01-05 12:00
Q417,Macro,4,8,Quarterly,01-01-05 12:00
Q418,Macro,4,8,Quarterly,01-01-98 12:00
Q419,Macro,4,8,Quarterly,01-01-98 12:00
Q420,Macro,4,8,Quarterly,01-01-98 12:00
Q421,Macro,4,8,Quarterly,01-01-90 12:00
Q422,Macro,4,8,Quarterly,01-01-05 12:00
Q423,Macro,4,8,Quarterly,01-01-05 12:00
Q424,Macro,4,8,Quarterly,01-01-05 12:00
Q425,Macro,4,8,Quarterly,01-01-98 12:00
Q426,Macro,4,8,Quarterly,01-01-98 12:00
Q427,Macro,4,8,Quarterly,01-01-05 12:00
Q428,Macro,4,8,Quarterly,01-01-05 12:00
Q429,Macro,4,8,Quarterly,01-01-05 12:00
Q430,Macro,4,8,Quarterly,01-01-05 12:00
Q431,Macro,4,8,Quarterly,01-01-05 12:00
Q432,Macro,4,8,Quarterly,01-01-90 12:00
Q433,Macro,4,8,Quarterly,01-01-05 12:00
Q434,Macro,4,8,Quarterly,01-01-05 12:00
Q435,Macro,4,8,Quarterly,01-01-98 12:00
Q436,Macro,4,8,Quarterly,01-01-05 12:00
Q437,Macro,4,8,Quarterly,01-01-90 12:00
Q438,Macro,4,8,Quarterly,01-01-90 12:00
Q439,Macro,4,8,Quarterly,01-01-90 12:00
Q440,Macro,4,8,Quarterly,01-01-90 12:00
Q441,Macro,4,8,Quarterly,01-01-90 12:00
Q442,Macro,4,8,Quarterly,01-01-90 12:00
Q443,Macro,4,8,Quarterly,01-01-90 12:00
Q444,Macro,4,8,Quarterly,01-01-90 12:00
Q445,Macro,4,8,Quarterly,01-01-90 12:00
Q446,Macro,4,8,Quarterly,01-01-05 12:00
Q447,Macro,4,8,Quarterly,01-01-05 12:00
Q448,Macro,4,8,Quarterly,01-01-98 12:00
Q449,Macro,4,8,Quarterly,01-01-05 12:00
Q450,Macro,4,8,Quarterly,01-01-05 12:00
Q451,Macro,4,8,Quarterly,01-01-05 12:00
Q452,Macro,4,8,Quarterly,01-01-05 12:00
Q453,Macro,4,8,Quarterly,01-01-05 12:00
Q454,Macro,4,8,Quarterly,01-01-05 12:00
Q455,Macro,4,8,Quarterly,01-01-05 12:00
Q456,Macro,4,8,Quarterly,01-01-05 12:00
Q457,Macro,4,8,Quarterly,01-01-05 12:00
Q458,Macro,4,8,Quarterly,01-01-98 12:00
Q459,Macro,4,8,Quarterly,01-01-90 12:00
Q460,Macro,4,8,Quarterly,01-01-90 12:00
Q461,Macro,4,8,Quarterly,01-01-90 12:00
Q462,Macro,4,8,Quarterly,01-01-90 12:00
Q463,Macro,4,8,Quarterly,01-01-90 12:00
Q464,Macro,4,8,Quarterly,01-01-90 12:00
Q465,Macro,4,8,Quarterly,01-01-90 12:00
Q466,Macro,4,8,Quarterly,01-01-90 12:00
Q467,Macro,4,8,Quarterly,01-01-90 12:00
Q468,Macro,4,8,Quarterly,01-01-90 12:00
Q469,Macro,4,8,Quarterly,01-01-90 12:00
Q470,Macro,4,8,Quarterly,01-01-90 12:00
Q471,Macro,4,8,Quarterly,01-01-90 12:00
Q472,Macro,4,8,Quarterly,01-01-90 12:00
Q473,Macro,4,8,Quarterly,01-01-90 12:00
Q474,Macro,4,8,Quarterly,01-01-90 12:00
Q475,Macro,4,8,Quarterly,01-01-90 12:00
Q476,Macro,4,8,Quarterly,01-01-90 12:00
Q477,Macro,4,8,Quarterly,01-01-90 12:00
Q478,Macro,4,8,Quarterly,01-01-90 12:00
Q479,Macro,4,8,Quarterly,01-01-90 12:00
Q480,Macro,4,8,Quarterly,01-01-90 12:00
Q481,Macro,4,8,Quarterly,01-01-90 12:00
Q482,Macro,4,8,Quarterly,01-01-90 12:00
Q483,Macro,4,8,Quarterly,01-10-03 12:00
Q484,Macro,4,8,Quarterly,01-01-05 12:00
Q485,Macro,4,8,Quarterly,01-01-98 12:00
Q486,Macro,4,8,Quarterly,01-01-05 12:00
Q487,Macro,4,8,Quarterly,01-01-05 12:00
Q488,Macro,4,8,Quarterly,01-01-05 12:00
Q489,Macro,4,8,Quarterly,01-01-90 12:00
Q490,Macro,4,8,Quarterly,01-01-05 12:00
Q491,Macro,4,8,Quarterly,01-01-05 12:00
Q492,Macro,4,8,Quarterly,01-01-05 12:00
Q493,Macro,4,8,Quarterly,01-01-05 12:00
Q494,Macro,4,8,Quarterly,01-01-05 12:00
Q495,Macro,4,8,Quarterly,01-01-05 12:00
Q496,Macro,4,8,Quarterly,01-01-98 12:00
Q497,Macro,4,8,Quarterly,01-01-98 12:00
